Date;Year;Age;Sex;Population;Deaths
2020-05-02;2020;30-34;Male;184367;0
2020-05-02;2020;35-39;Male;165561;0
2020-05-02;2020;40-44;Male;180992;0
2020-05-02;2020;45-49;Male;196809;1
2020-05-02;2020;50-54;Male;205868;3
2020-05-02;2020;55-59;Male;196145;1
2020-05-02;2020;60-64;Male;170953;2
2020-05-02;2020;65-69;Male;155588;4
2020-05-02;2020;70-74;Male;155770;9
2020-05-02;2020;75-79;Male;113595;13
2020-05-02;2020;80-84;Male;65761;8
2020-05-02;2020;85-89;Male;31127;15
2020-05-02;2020;90-94;Male;10842;5
2020-05-02;2020;95-99;Male;1984;4
2020-05-02;2020;100+;Male;179;0
2020-05-02;2020;0-4;Female;150005;1
2020-05-02;2020;5-9;Female;148151;0
2020-05-02;2020;10-14;Female;164898;0
2020-05-02;2020;15-19;Female;167215;0
2020-05-02;2020;20-24;Female;186186;0
2020-05-02;2020;25-29;Female;196908;0
2020-05-02;2020;30-34;Female;176908;0
2020-05-02;2020;35-39;Female;161686;1
2020-05-02;2020;40-44;Female;180419;0
2020-05-02;2020;45-49;Female;196501;0
2020-05-02;2020;50-54;Female;203118;0
2020-05-02;2020;55-59;Female;194943;0
2020-05-02;2020;60-64;Female;174017;5
2020-05-02;2020;65-69;Female;163193;7
2020-05-02;2020;70-74;Female;167516;6
2020-05-02;2020;75-79;Female;130438;12
2020-05-02;2020;80-84;Female;84180;11
2020-05-02;2020;85-89;Female;48950;9
2020-05-02;2020;90-94;Female;23749;25
2020-05-02;2020;95-99;Female;7276;6
2020-05-02;2020;100+;Female;997;1
2020-05-03;2020;0-4;Male;158570;1
2020-05-03;2020;5-9;Male;155726;0
2020-05-03;2020;10-14;Male;173900;0
2020-05-03;2020;15-19;Male;175249;0
2020-05-03;2020;20-24;Male;194142;0
2020-05-03;2020;25-29;Male;204475;1
2020-05-03;2020;30-34;Male;184367;0
2020-05-03;2020;35-39;Male;165561;1
2020-05-03;2020;40-44;Male;180992;0
2020-05-03;2020;45-49;Male;196809;2
2020-05-03;2020;50-54;Male;205868;0
2020-05-03;2020;55-59;Male;196145;7
2020-05-03;2020;60-64;Male;170953;5
2020-05-03;2020;65-69;Male;155588;11
2020-05-03;2020;70-74;Male;155770;8
2020-05-03;2020;75-79;Male;113595;11
2020-05-03;2020;80-84;Male;65761;9
2020-05-03;2020;85-89;Male;31127;14
2020-05-03;2020;90-94;Male;10842;5
2020-05-03;2020;95-99;Male;1984;1
2020-05-03;2020;100+;Male;179;0
2020-05-03;2020;0-4;Female;150005;1
2020-05-03;2020;5-9;Female;148151;0
2020-05-03;2020;10-14;Female;164898;0
2020-05-03;2020;15-19;Female;167215;0
2020-05-03;2020;20-24;Female;186186;0
2020-05-03;2020;25-29;Female;196908;0
2020-05-03;2020;30-34;Female;176908;1
2020-05-03;2020;35-39;Female;161686;0
2020-05-03;2020;40-44;Female;180419;1
2020-05-03;2020;45-49;Female;196501;1
2020-05-03;2020;50-54;Female;203118;1
2020-05-03;2020;55-59;Female;194943;1
2020-05-03;2020;60-64;Female;174017;3
2020-05-03;2020;65-69;Female;163193;4
2020-05-03;2020;70-74;Female;167516;2
2020-05-03;2020;75-79;Female;130438;9
2020-05-03;2020;80-84;Female;84180;14
2020-05-03;2020;85-89;Female;48950;16
2020-05-03;2020;90-94;Female;23749;10
2020-05-03;2020;95-99;Female;7276;3
2020-05-03;2020;100+;Female;997;2
2020-05-04;2020;0-4;Male;158570;1
2020-05-04;2020;5-9;Male;155726;0
2020-05-04;2020;10-14;Male;173900;0
2020-05-04;2020;15-19;Male;175249;0
2020-05-04;2020;20-24;Male;194142;1
2020-05-04;2020;25-29;Male;204475;0
2020-05-04;2020;30-34;Male;184367;0
2020-05-04;2020;35-39;Male;165561;0
2020-05-04;2020;40-44;Male;180992;1
2020-05-04;2020;45-49;Male;196809;2
2020-05-04;2020;50-54;Male;205868;4
2020-05-04;2020;55-59;Male;196145;2
2020-05-04;2020;60-64;Male;170953;3
2020-05-04;2020;65-69;Male;155588;8
2020-05-04;2020;70-74;Male;155770;7
2020-05-04;2020;75-79;Male;113595;9
2020-05-04;2020;80-84;Male;65761;12
2020-05-04;2020;85-89;Male;31127;14
2020-05-04;2020;90-94;Male;10842;4
2020-05-04;2020;95-99;Male;1984;3
2020-05-04;2020;100+;Male;179;0
2020-05-04;2020;0-4;Female;150005;0
2020-05-04;2020;5-9;Female;148151;0
2020-05-04;2020;10-14;Female;164898;0
2020-05-04;2020;15-19;Female;167215;0
2020-05-04;2020;20-24;Female;186186;2
2020-05-04;2020;25-29;Female;196908;0
2020-05-04;2020;30-34;Female;176908;0
2020-05-04;2020;35-39;Female;161686;0
2020-05-04;2020;40-44;Female;180419;0
2020-05-04;2020;45-49;Female;196501;0
2020-05-04;2020;50-54;Female;203118;1
2020-05-04;2020;55-59;Female;194943;2
2020-05-04;2020;60-64;Female;174017;2
2020-05-04;2020;65-69;Female;163193;2
2020-05-04;2020;70-74;Female;167516;9
2020-05-04;2020;75-79;Female;130438;15
2020-05-04;2020;80-84;Female;84180;10
2020-05-04;2020;85-89;Female;48950;9
2020-05-04;2020;90-94;Female;23749;12
2020-05-04;2020;95-99;Female;7276;10
2020-05-04;2020;100+;Female;997;2
2020-05-05;2020;0-4;Male;158570;0
2020-05-05;2020;5-9;Male;155726;0
2020-05-05;2020;10-14;Male;173900;0
2020-05-05;2020;15-19;Male;175249;0
2020-05-05;2020;20-24;Male;194142;0
2020-05-05;2020;25-29;Male;204475;0
2020-05-05;2020;30-34;Male;184367;1
2020-05-05;2020;35-39;Male;165561;0
2020-05-05;2020;40-44;Male;180992;1
2020-05-05;2020;45-49;Male;196809;0
2020-05-05;2020;50-54;Male;205868;3
2020-05-05;2020;55-59;Male;196145;5
2020-05-05;2020;60-64;Male;170953;4
2020-05-05;2020;65-69;Male;155588;6
2020-05-05;2020;70-74;Male;155770;15
2020-05-05;2020;75-79;Male;113595;12
2020-05-05;2020;80-84;Male;65761;11
2020-05-05;2020;85-89;Male;31127;10
2020-05-05;2020;90-94;Male;10842;5
2020-05-05;2020;95-99;Male;1984;1
2020-05-05;2020;100+;Male;179;0
2020-05-05;2020;0-4;Female;150005;0
2020-05-05;2020;5-9;Female;148151;0
2020-05-05;2020;10-14;Female;164898;0
2020-05-05;2020;15-19;Female;167215;0
2020-05-05;2020;20-24;Female;186186;0
2020-05-05;2020;25-29;Female;196908;0
2020-05-05;2020;30-34;Female;176908;0
2020-05-05;2020;35-39;Female;161686;0
2020-05-05;2020;40-44;Female;180419;0
2020-05-05;2020;45-49;Female;196501;1
2020-05-05;2020;50-54;Female;203118;0
2020-05-05;2020;55-59;Female;194943;1
2020-05-05;2020;60-64;Female;174017;2
2020-05-05;2020;65-69;Female;163193;5
2020-05-05;2020;70-74;Female;167516;4
2020-05-05;2020;75-79;Female;130438;6
2020-05-05;2020;80-84;Female;84180;15
2020-05-05;2020;85-89;Female;48950;13
2020-05-05;2020;90-94;Female;23749;7
2020-05-05;2020;95-99;Female;7276;0
2020-05-05;2020;100+;Female;997;1
2020-05-06;2020;0-4;Male;158570;0
2020-05-06;2020;5-9;Male;155726;0
2020-05-06;2020;10-14;Male;173900;0
2020-05-06;2020;15-19;Male;175249;1
2020-05-06;2020;20-24;Male;194142;0
2020-05-06;2020;25-29;Male;204475;0
2020-05-06;2020;30-34;Male;184367;0
2020-05-06;2020;35-39;Male;165561;0
2020-05-06;2020;40-44;Male;180992;0
2020-05-06;2020;45-49;Male;196809;4
2020-05-06;2020;50-54;Male;205868;3
2020-05-06;2020;55-59;Male;196145;4
2020-05-06;2020;60-64;Male;170953;6
2020-05-06;2020;65-69;Male;155588;8
2020-05-06;2020;70-74;Male;155770;7
2020-05-06;2020;75-79;Male;113595;12
2020-05-06;2020;80-84;Male;65761;14
2020-05-06;2020;85-89;Male;31127;11
2020-05-06;2020;90-94;Male;10842;5
2020-05-06;2020;95-99;Male;1984;4
2020-05-06;2020;100+;Male;179;1
2020-05-06;2020;0-4;Female;150005;0
2020-05-06;2020;5-9;Female;148151;0
2020-05-06;2020;10-14;Female;164898;0
2020-05-06;2020;15-19;Female;167215;1
2020-05-06;2020;20-24;Female;186186;0
2020-05-06;2020;25-29;Female;196908;0
2020-05-06;2020;30-34;Female;176908;1
2020-05-06;2020;35-39;Female;161686;0
2020-05-06;2020;40-44;Female;180419;0
2020-05-06;2020;45-49;Female;196501;1
2020-05-06;2020;50-54;Female;203118;1
2020-05-06;2020;55-59;Female;194943;1
2020-05-06;2020;60-64;Female;174017;3
2020-05-06;2020;65-69;Female;163193;4
2020-05-06;2020;70-74;Female;167516;5
2020-05-06;2020;75-79;Female;130438;12
2020-05-06;2020;80-84;Female;84180;12
2020-05-06;2020;85-89;Female;48950;14
2020-05-06;2020;90-94;Female;23749;9
2020-05-06;2020;95-99;Female;7276;4
2020-05-06;2020;100+;Female;997;0
2020-05-07;2020;0-4;Male;158570;1
2020-05-07;2020;5-9;Male;155726;0
2020-05-07;2020;10-14;Male;173900;0
2020-05-07;2020;15-19;Male;175249;0
2020-05-07;2020;20-24;Male;194142;0
2020-05-07;2020;25-29;Male;204475;0
2020-05-07;2020;30-34;Male;184367;0
2020-05-07;2020;35-39;Male;165561;2
2020-05-07;2020;40-44;Male;180992;1
2020-05-07;2020;45-49;Male;196809;1
2020-05-07;2020;50-54;Male;205868;2
2020-05-07;2020;55-59;Male;196145;3
2020-05-07;2020;60-64;Male;170953;5
2020-05-07;2020;65-69;Male;155588;11
2020-05-07;2020;70-74;Male;155770;10
2020-05-07;2020;75-79;Male;113595;19
2020-05-07;2020;80-84;Male;65761;11
2020-05-07;2020;85-89;Male;31127;6
2020-05-07;2020;90-94;Male;10842;5
2020-05-07;2020;95-99;Male;1984;1
2020-05-07;2020;100+;Male;179;1
2020-05-07;2020;0-4;Female;150005;0
2020-05-07;2020;5-9;Female;148151;0
2020-05-07;2020;10-14;Female;164898;0
2020-05-07;2020;15-19;Female;167215;0
2020-05-07;2020;20-24;Female;186186;0
2020-05-07;2020;25-29;Female;196908;0
2020-05-07;2020;30-34;Female;176908;0
2020-05-07;2020;35-39;Female;161686;0
2020-05-07;2020;40-44;Female;180419;0
2020-05-07;2020;45-49;Female;196501;0
2020-05-07;2020;50-54;Female;203118;2
2020-05-07;2020;55-59;Female;194943;0
2020-05-07;2020;60-64;Female;174017;1
2020-05-07;2020;65-69;Female;163193;1
2020-05-07;2020;70-74;Female;167516;5
2020-05-07;2020;75-79;Female;130438;16
2020-05-07;2020;80-84;Female;84180;17
2020-05-07;2020;85-89;Female;48950;19
2020-05-07;2020;90-94;Female;23749;15
2020-05-07;2020;95-99;Female;7276;3
2020-05-07;2020;100+;Female;997;1
2020-05-08;2020;0-4;Male;158570;0
2020-05-08;2020;5-9;Male;155726;0
2020-05-08;2020;10-14;Male;173900;0
2020-05-08;2020;15-19;Male;175249;0
2020-05-08;2020;20-24;Male;194142;0
2020-05-08;2020;25-29;Male;204475;0
2020-05-08;2020;30-34;Male;184367;0
2020-05-08;2020;35-39;Male;165561;1
2020-05-08;2020;40-44;Male;180992;0
2020-05-08;2020;45-49;Male;196809;0
2020-05-08;2020;50-54;Male;205868;7
2020-05-08;2020;55-59;Male;196145;5
2020-05-08;2020;60-64;Male;170953;1
2020-05-08;2020;65-69;Male;155588;8
2020-05-08;2020;70-74;Male;155770;6
2020-05-08;2020;75-79;Male;113595;11
2020-05-08;2020;80-84;Male;65761;9
2020-05-08;2020;85-89;Male;31127;15
2020-05-08;2020;90-94;Male;10842;7
2020-05-08;2020;95-99;Male;1984;2
2020-05-08;2020;100+;Male;179;1
2020-05-08;2020;0-4;Female;150005;0
2020-05-08;2020;5-9;Female;148151;0
2020-05-08;2020;10-14;Female;164898;0
2020-05-08;2020;15-19;Female;167215;0
2020-05-08;2020;20-24;Female;186186;0
2020-05-08;2020;25-29;Female;196908;0
2020-05-08;2020;30-34;Female;176908;0
2020-05-08;2020;35-39;Female;161686;0
2020-05-08;2020;40-44;Female;180419;2
2020-05-08;2020;45-49;Female;196501;2
2020-05-08;2020;50-54;Female;203118;2
2020-05-08;2020;55-59;Female;194943;2
2020-05-08;2020;60-64;Female;174017;5
2020-05-08;2020;65-69;Female;163193;4
2020-05-08;2020;70-74;Female;167516;8
2020-05-08;2020;75-79;Female;130438;6
2020-05-08;2020;80-84;Female;84180;6
2020-05-08;2020;85-89;Female;48950;16
2020-05-08;2020;90-94;Female;23749;17
2020-05-08;2020;95-99;Female;7276;7
2020-05-08;2020;100+;Female;997;0
2020-05-09;2020;0-4;Male;158570;2
2020-05-09;2020;5-9;Male;155726;0
2020-05-09;2020;10-14;Male;173900;0
2020-05-09;2020;15-19;Male;175249;0
2020-05-09;2020;20-24;Male;194142;0
2020-05-09;2020;25-29;Male;204475;1
2020-05-09;2020;30-34;Male;184367;1
2020-05-09;2020;35-39;Male;165561;1
2020-05-09;2020;40-44;Male;180992;0
2020-05-09;2020;45-49;Male;196809;0
2020-05-09;2020;50-54;Male;205868;1
2020-05-09;2020;55-59;Male;196145;2
2020-05-09;2020;60-64;Male;170953;6
2020-05-09;2020;65-69;Male;155588;10
2020-05-09;2020;70-74;Male;155770;16
2020-05-09;2020;75-79;Male;113595;11
2020-05-09;2020;80-84;Male;65761;12
2020-05-09;2020;85-89;Male;31127;16
2020-05-09;2020;90-94;Male;10842;6
2020-05-09;2020;95-99;Male;1984;4
2020-05-09;2020;100+;Male;179;0
2020-05-09;2020;0-4;Female;150005;0
2020-05-09;2020;5-9;Female;148151;0
2020-05-09;2020;10-14;Female;164898;0
2020-05-09;2020;15-19;Female;167215;0
2020-05-09;2020;20-24;Female;186186;0
2020-05-09;2020;25-29;Female;196908;0
2020-05-09;2020;30-34;Female;176908;1
2020-05-09;2020;35-39;Female;161686;0
2020-05-09;2020;40-44;Female;180419;0
2020-05-09;2020;45-49;Female;196501;2
2020-05-09;2020;50-54;Female;203118;2
2020-05-09;2020;55-59;Female;194943;2
2020-05-09;2020;60-64;Female;174017;3
2020-05-09;2020;65-69;Female;163193;4
2020-05-09;2020;70-74;Female;167516;7
2020-05-09;2020;75-79;Female;130438;10
2020-05-09;2020;80-84;Female;84180;6
2020-05-09;2020;85-89;Female;48950;13
2020-05-09;2020;90-94;Female;23749;11
2020-05-09;2020;95-99;Female;7276;4
2020-05-09;2020;100+;Female;997;0
2020-05-10;2020;0-4;Male;158570;1
2020-05-10;2020;5-9;Male;155726;0
2020-05-10;2020;10-14;Male;173900;0
2020-05-10;2020;15-19;Male;175249;0
2020-05-10;2020;20-24;Male;194142;0
2020-05-10;2020;25-29;Male;204475;0
2020-05-10;2020;30-34;Male;184367;0
2020-05-10;2020;35-39;Male;165561;0
2020-05-10;2020;40-44;Male;180992;0
2020-05-10;2020;45-49;Male;196809;2
2020-05-10;2020;50-54;Male;205868;4
2020-05-10;2020;55-59;Male;196145;2
2020-05-10;2020;60-64;Male;170953;5
2020-05-10;2020;65-69;Male;155588;6
2020-05-10;2020;70-74;Male;155770;7
2020-05-10;2020;75-79;Male;113595;10
2020-05-10;2020;80-84;Male;65761;18
2020-05-10;2020;85-89;Male;31127;6
2020-05-10;2020;90-94;Male;10842;5
2020-05-10;2020;95-99;Male;1984;0
2020-05-10;2020;100+;Male;179;0
2020-05-10;2020;0-4;Female;150005;1
2020-05-10;2020;5-9;Female;148151;0
2020-05-10;2020;10-14;Female;164898;0
2020-05-10;2020;15-19;Female;167215;0
2020-05-10;2020;20-24;Female;186186;0
2020-05-10;2020;25-29;Female;196908;0
2020-05-10;2020;30-34;Female;176908;0
2020-05-10;2020;35-39;Female;161686;0
2020-05-10;2020;40-44;Female;180419;0
2020-05-10;2020;45-49;Female;196501;1
2020-05-10;2020;50-54;Female;203118;3
2020-05-10;2020;55-59;Female;194943;3
2020-05-10;2020;60-64;Female;174017;3
2020-05-10;2020;65-69;Female;163193;6
2020-05-10;2020;70-74;Female;167516;7
2020-05-10;2020;75-79;Female;130438;7
2020-05-10;2020;80-84;Female;84180;10
2020-05-10;2020;85-89;Female;48950;12
2020-05-10;2020;90-94;Female;23749;16
2020-05-10;2020;95-99;Female;7276;3
2020-05-10;2020;100+;Female;997;2
2020-05-11;2020;0-4;Male;158570;0
2020-05-11;2020;5-9;Male;155726;0
2020-05-11;2020;10-14;Male;173900;0
2020-05-11;2020;15-19;Male;175249;0
2020-05-11;2020;20-24;Male;194142;0
2020-05-11;2020;25-29;Male;204475;0
2020-05-11;2020;30-34;Male;184367;0
2020-05-11;2020;35-39;Male;165561;0
2020-05-11;2020;40-44;Male;180992;1
2020-05-11;2020;45-49;Male;196809;1
2020-05-11;2020;50-54;Male;205868;2
2020-05-11;2020;55-59;Male;196145;4
2020-05-11;2020;60-64;Male;170953;3
2020-05-11;2020;65-69;Male;155588;9
2020-05-11;2020;70-74;Male;155770;9
2020-05-11;2020;75-79;Male;113595;10
2020-05-11;2020;80-84;Male;65761;13
2020-05-11;2020;85-89;Male;31127;8
2020-05-11;2020;90-94;Male;10842;10
2020-05-11;2020;95-99;Male;1984;1
2020-05-11;2020;100+;Male;179;0
2020-05-11;2020;0-4;Female;150005;0
2020-05-11;2020;5-9;Female;148151;0
2020-05-11;2020;10-14;Female;164898;0
2020-05-11;2020;15-19;Female;167215;0
2020-05-11;2020;20-24;Female;186186;0
2020-05-11;2020;25-29;Female;196908;1
2020-05-11;2020;30-34;Female;176908;0
2020-05-11;2020;35-39;Female;161686;0
2020-05-11;2020;40-44;Female;180419;0
2020-05-11;2020;45-49;Female;196501;1
2020-05-11;2020;50-54;Female;203118;1
2020-05-11;2020;55-59;Female;194943;3
2020-05-11;2020;60-64;Female;174017;1
2020-05-11;2020;65-69;Female;163193;6
2020-05-11;2020;70-74;Female;167516;7
2020-05-11;2020;75-79;Female;130438;8
2020-05-11;2020;80-84;Female;84180;8
2020-05-11;2020;85-89;Female;48950;11
2020-05-11;2020;90-94;Female;23749;7
2020-05-11;2020;95-99;Female;7276;6
2020-05-11;2020;100+;Female;997;1
2020-05-12;2020;0-4;Male;158570;0
2020-05-12;2020;5-9;Male;155726;0
2020-05-12;2020;10-14;Male;173900;0
2020-05-12;2020;15-19;Male;175249;0
2020-05-12;2020;20-24;Male;194142;0
2020-05-12;2020;25-29;Male;204475;0
2020-05-12;2020;30-34;Male;184367;0
2020-05-12;2020;35-39;Male;165561;1
2020-05-12;2020;40-44;Male;180992;1
2020-05-12;2020;45-49;Male;196809;0
2020-05-12;2020;50-54;Male;205868;0
2020-05-12;2020;55-59;Male;196145;1
2020-05-12;2020;60-64;Male;170953;3
2020-05-12;2020;65-69;Male;155588;6
2020-05-12;2020;70-74;Male;155770;6
2020-05-12;2020;75-79;Male;113595;13
2020-05-12;2020;80-84;Male;65761;10
2020-05-12;2020;85-89;Male;31127;9
2020-05-12;2020;90-94;Male;10842;5
2020-05-12;2020;95-99;Male;1984;3
2020-05-12;2020;100+;Male;179;0
2020-05-12;2020;0-4;Female;150005;0
2020-05-12;2020;5-9;Female;148151;0
2020-05-12;2020;10-14;Female;164898;0
2020-05-12;2020;15-19;Female;167215;0
2020-05-12;2020;20-24;Female;186186;0
2020-05-12;2020;25-29;Female;196908;0
2020-05-12;2020;30-34;Female;176908;0
2020-05-12;2020;35-39;Female;161686;0
2020-05-12;2020;40-44;Female;180419;0
2020-05-12;2020;45-49;Female;196501;2
2020-05-12;2020;50-54;Female;203118;4
2020-05-12;2020;55-59;Female;194943;0
2020-05-12;2020;60-64;Female;174017;5
2020-05-12;2020;65-69;Female;163193;3
2020-05-12;2020;70-74;Female;167516;5
2020-05-12;2020;75-79;Female;130438;8
2020-05-12;2020;80-84;Female;84180;7
2020-05-12;2020;85-89;Female;48950;11
2020-05-12;2020;90-94;Female;23749;10
2020-05-12;2020;95-99;Female;7276;5
2020-05-12;2020;100+;Female;997;1
2020-05-13;2020;0-4;Male;158570;0
2020-05-13;2020;5-9;Male;155726;0
2020-05-13;2020;10-14;Male;173900;0
2020-05-13;2020;15-19;Male;175249;0
2020-05-13;2020;20-24;Male;194142;0
2020-05-13;2020;25-29;Male;204475;0
2020-05-13;2020;30-34;Male;184367;0
2020-05-13;2020;35-39;Male;165561;2
2020-05-13;2020;40-44;Male;180992;2
2020-05-13;2020;45-49;Male;196809;2
2020-05-13;2020;50-54;Male;205868;3
2020-05-13;2020;55-59;Male;196145;2
2020-05-13;2020;60-64;Male;170953;7
2020-05-13;2020;65-69;Male;155588;7
2020-05-13;2020;70-74;Male;155770;10
2020-05-13;2020;75-79;Male;113595;8
2020-05-13;2020;80-84;Male;65761;13
2020-05-13;2020;85-89;Male;31127;9
2020-05-13;2020;90-94;Male;10842;7
2020-05-13;2020;95-99;Male;1984;1
2020-05-13;2020;100+;Male;179;0
2020-05-13;2020;0-4;Female;150005;0
2020-05-13;2020;5-9;Female;148151;0
2020-05-13;2020;10-14;Female;164898;0
2020-05-13;2020;15-19;Female;167215;0
2020-05-13;2020;20-24;Female;186186;0
2020-05-13;2020;25-29;Female;196908;0
2020-05-13;2020;30-34;Female;176908;0
2020-05-13;2020;35-39;Female;161686;0
2020-05-13;2020;40-44;Female;180419;0
2020-05-13;2020;45-49;Female;196501;1
2020-05-13;2020;50-54;Female;203118;1
2020-05-13;2020;55-59;Female;194943;1
2020-05-13;2020;60-64;Female;174017;3
2020-05-13;2020;65-69;Female;163193;2
2020-05-13;2020;70-74;Female;167516;7
2020-05-13;2020;75-79;Female;130438;8
2020-05-13;2020;80-84;Female;84180;18
2020-05-13;2020;85-89;Female;48950;10
2020-05-13;2020;90-94;Female;23749;9
2020-05-13;2020;95-99;Female;7276;3
2020-05-13;2020;100+;Female;997;1
2020-05-14;2020;0-4;Male;158570;2
2020-05-14;2020;5-9;Male;155726;0
2020-05-14;2020;10-14;Male;173900;0
2020-05-14;2020;15-19;Male;175249;0
2020-05-14;2020;20-24;Male;194142;0
2020-05-14;2020;25-29;Male;204475;1
2020-05-14;2020;30-34;Male;184367;1
2020-05-14;2020;35-39;Male;165561;0
2020-05-14;2020;40-44;Male;180992;1
2020-05-14;2020;45-49;Male;196809;0
2020-05-14;2020;50-54;Male;205868;1
2020-05-14;2020;55-59;Male;196145;5
2020-05-14;2020;60-64;Male;170953;5
2020-05-14;2020;65-69;Male;155588;3
2020-05-14;2020;70-74;Male;155770;12
2020-05-14;2020;75-79;Male;113595;14
2020-05-14;2020;80-84;Male;65761;8
2020-05-14;2020;85-89;Male;31127;11
2020-05-14;2020;90-94;Male;10842;6
2020-05-14;2020;95-99;Male;1984;4
2020-05-14;2020;100+;Male;179;1
2020-05-14;2020;0-4;Female;150005;1
2020-05-14;2020;5-9;Female;148151;0
2020-05-14;2020;10-14;Female;164898;0
2020-05-14;2020;15-19;Female;167215;0
2020-05-14;2020;20-24;Female;186186;0
2020-05-14;2020;25-29;Female;196908;0
2020-05-14;2020;30-34;Female;176908;0
2020-05-14;2020;35-39;Female;161686;0
2020-05-14;2020;40-44;Female;180419;0
2020-05-14;2020;45-49;Female;196501;0
2020-05-14;2020;50-54;Female;203118;0
2020-05-14;2020;55-59;Female;194943;1
2020-05-14;2020;60-64;Female;174017;4
2020-05-14;2020;65-69;Female;163193;2
2020-05-14;2020;70-74;Female;167516;8
2020-05-14;2020;75-79;Female;130438;10
2020-05-14;2020;80-84;Female;84180;8
2020-05-14;2020;85-89;Female;48950;10
2020-05-14;2020;90-94;Female;23749;13
2020-05-14;2020;95-99;Female;7276;5
2020-05-14;2020;100+;Female;997;1
2020-05-15;2020;0-4;Male;158570;0
2020-05-15;2020;5-9;Male;155726;0
2020-05-15;2020;10-14;Male;173900;0
2020-05-15;2020;15-19;Male;175249;0
2020-05-15;2020;20-24;Male;194142;0
2020-05-15;2020;25-29;Male;204475;0
2020-05-15;2020;30-34;Male;184367;0
2020-05-15;2020;35-39;Male;165561;2
2020-05-15;2020;40-44;Male;180992;1
2020-05-15;2020;45-49;Male;196809;0
2020-05-15;2020;50-54;Male;205868;3
2020-05-15;2020;55-59;Male;196145;3
2020-05-15;2020;60-64;Male;170953;4
2020-05-15;2020;65-69;Male;155588;3
2020-05-15;2020;70-74;Male;155770;13
2020-05-15;2020;75-79;Male;113595;17
2020-05-15;2020;80-84;Male;65761;15
2020-05-15;2020;85-89;Male;31127;10
2020-05-15;2020;90-94;Male;10842;6
2020-05-15;2020;95-99;Male;1984;1
2020-05-15;2020;100+;Male;179;0
2020-05-15;2020;0-4;Female;150005;0
2020-05-15;2020;5-9;Female;148151;0
2020-05-15;2020;10-14;Female;164898;0
2020-05-15;2020;15-19;Female;167215;0
2020-05-15;2020;20-24;Female;186186;0
2020-05-15;2020;25-29;Female;196908;0
2020-05-15;2020;30-34;Female;176908;0
2020-05-15;2020;35-39;Female;161686;0
2020-05-15;2020;40-44;Female;180419;0
2020-05-15;2020;45-49;Female;196501;0
2020-05-15;2020;50-54;Female;203118;0
2020-05-15;2020;55-59;Female;194943;2
2020-05-15;2020;60-64;Female;174017;2
2020-05-15;2020;65-69;Female;163193;4
2020-05-15;2020;70-74;Female;167516;7
2020-05-15;2020;75-79;Female;130438;14
2020-05-15;2020;80-84;Female;84180;8
2020-05-15;2020;85-89;Female;48950;13
2020-05-15;2020;90-94;Female;23749;10
2020-05-15;2020;95-99;Female;7276;3
2020-05-15;2020;100+;Female;997;1
2020-05-16;2020;0-4;Male;158570;0
2020-05-16;2020;5-9;Male;155726;0
2020-05-16;2020;10-14;Male;173900;0
2020-05-16;2020;15-19;Male;175249;0
2020-05-16;2020;20-24;Male;194142;0
2020-05-16;2020;25-29;Male;204475;0
2020-05-16;2020;30-34;Male;184367;0
2020-05-16;2020;35-39;Male;165561;0
2020-05-16;2020;40-44;Male;180992;2
2020-05-16;2020;45-49;Male;196809;1
2020-05-16;2020;50-54;Male;205868;1
2020-05-16;2020;55-59;Male;196145;1
2020-05-16;2020;60-64;Male;170953;3
